"8th Grade Standardized Test Score","10th Grade GPA","8th Grade GPA","Income ($)","ParentEducation","Region","FeelGood","ChanceLuckImportant","DoThingsAsWellAsOthers","Misbehaving","ChatAboutActivities"
45.42500019073486,2.25,2.7,11,0,4,2,4,2,0,3
51.260000228881836,1.75,3,9,1,4,2,3,2,1,3
49.21750068664551,1.375,2.3,11,1,4,1,4,1,0,2
60.8125,3.875,3.8,12,1,4,1,2,1,0,3
55.635000228881836,2.75,2.3,7,1,4,2,2,2,0,1
62.890000343322754,3.625,4,11,1,4,1,4,1,0,3
55.24499988555908,2.875,3.8,9,1,4,1,3,2,0,1
52.58250045776367,3.25,3.5,11,0,4,1,3,2,0,2
45.910000801086426,3,2.5,10,1,4,1,1,2,1,3
39.80999946594238,2.125,2.3,6,1,4,3,1,2,1,3
64.15250015258789,3.625,2.8,7,1,4,1,3,1,0,2
53.66749954223633,3.625,3.8,8,0,4,2,2,1,0,2
46.34999942779541,2.25,3.3,11,1,4,2,3,1,0,2
44.88000011444092,3,2.5,10,0,4,1,3,2,1,1
63.635000228881836,1.75,2.8,10,1,4,3,2,2,2,2
53.76499938964844,3,2.8,9,0,4,2,3,3,0,3
41.07250118255615,2,2.3,9,0,4,2,1,2,0,1
61.53999996185303,3,3,9,0,4,1,2,2,2,2
70.72750091552734,4,4,11,1,4,2,3,2,0,3
58.29499912261963,3.125,3.5,6,1,4,2,3,1,1,3
54.847500801086426,3.5,3.5,12,1,4,1,4,1,0,3
62.61249923706055,4,4,12,2,4,1,3,2,1,3
42.79999923706055,2.75,3.3,11,1,4,1,4,2,0,3
43.1875,1.75,2.3,11,1,4,2,2,2,0,2
58.38249969482422,2.75,3,9,1,4,2,2,1,0,1
51.50749969482422,2.375,2.6,8,1,4,2,3,1,1,3
49.49250030517578,2.25,2.3,8,0,4,2,3,2,0,2
56.53499984741211,2.25,2.8,14,1,4,2,2,2,2,2
58.83250045776367,3.25,4,11,0,4,2,3,2,1,2
62.542500495910645,4,4,13,2,4,2,3,1,0,3
60.06750011444092,3.75,3.3,14,2,4,2,3,2,0,3
58.329999923706055,3.625,4,10,0,4,2,3,1,0,2
48.125,3.25,3.5,3,1,4,2,2,2,0,1
42.142499923706055,3.125,3,2,0,4,1,3,1,0,1
54.28999996185303,3.25,4,10,1,4,2,2,2,0,3
35.617499351501465,1,2.5,5,0,4,2,4,1,0,3
46.80000019073486,1.75,2.8,11,1,4,2,3,1,0,2
36.53250026702881,2,2,7,1,4,2,1,2,0,2
42.63000011444092,3.375,3.5,10,1,4,2,1,1,0,3
62.37750053405762,4,4,12,2,4,2,4,2,0,3
55.505001068115234,2.25,2.3,7,1,4,2,3,2,1,1
57.702500343322754,3.25,3.8,11,1,4,1,1,1,0,1
38.02499961853027,2.875,2,10,1,4,2,1,1,1,3
59.38250160217285,2.75,3.3,8,1,4,2,3,2,0,3
44.97749996185303,2.625,2.3,13,1,4,2,1,2,0,2
38.09000015258789,2.375,2.5,10,0,4,1,1,1,2,3
54.6225004196167,3.125,3.5,13,1,4,2,3,2,0,2
49.7475004196167,2.75,4,11,1,4,2,3,1,0,2
60.295000076293945,4,4,14,2,4,1,3,1,1,3
47.467498779296875,2.375,1.1,13,1,4,2,3,2,0,2
44.097500801086426,2.875,3.5,6,0,4,2,2,2,0,2
42.89250087738037,3.125,3.5,6,1,4,1,1,1,1,3
42.65250015258789,2.375,2.8,7,0,4,2,2,1,1,2
50.80000019073486,3.375,3.8,9,1,4,1,2,2,0,3
50.02750015258789,2.5,3.5,9,1,4,2,2,2,0,3
64.15999984741211,4,4,12,1,4,3,3,2,1,2
61.02500057220459,3.75,4,10,1,4,1,2,1,0,2
62.13499927520752,3.625,3.3,13,1,4,2,3,2,0,2
55.61500072479248,2.625,2.5,12,2,4,2,3,1,0,3
43.035000801086426,1.625,1.5,10,1,4,2,4,2,2,3
37.34999942779541,2.125,2.5,13,0,4,1,3,1,2,3
42.74499988555908,2.75,3,7,1,4,1,2,1,0,3
45.260000228881836,2,2.5,2,0,4,2,4,2,0,3
39.50250053405762,3.625,3,11,0,4,1,3,2,0,3
46.40250015258789,2.375,3.3,12,2,4,3,4,1,1,3
61.86999988555908,2.5,2.5,13,2,4,2,2,2,1,2
49.06750011444092,2.875,3,10,1,4,1,3,2,1,2
51.02499961853027,2.375,3.5,7,0,4,1,1,2,0,3
40.897499084472656,2.25,3.5,8,0,4,1,2,1,0,3
45.80500030517578,2,3,9,0,4,1,1,2,1,3
42.37249946594238,3.25,2.5,10,1,4,2,2,2,0,3
49.31999969482422,3.25,3.8,12,1,4,1,3,3,0,2
51.36500072479248,2.125,3,10,1,4,2,2,2,0,2
53.53249931335449,2.5,3.5,12,1,4,2,4,1,0,2
50.36999988555908,2.625,2.5,6,1,4,2,3,2,0,2
52.98750019073486,2.5,2.3,8,1,4,2,2,2,0,3
63.5,3,3.8,12,1,4,1,1,1,0,3
56.734999656677246,2.625,3.5,10,1,4,2,3,2,1,3
42.28000068664551,2.125,2,11,1,4,1,2,2,1,3
52.86999988555908,1,2.5,11,1,4,2,3,2,1,2
68.18000030517578,3.625,4,15,0,4,3,2,2,0,2
43.21250057220459,2.125,2.8,9,1,4,2,3,2,0,2
52.53750133514404,3.25,4,9,1,4,1,4,2,0,3
61.417500495910645,2.25,3.8,9,1,4,2,2,2,0,3
59.08250045776367,3.875,3.5,15,2,4,1,3,1,0,3
35.50749969482422,1.625,1.8,8,0,4,2,2,1,1,3
52.92500114440918,3.125,2.7,11,1,4,3,2,2,0,3
40.077500343322754,3.5,2.5,9,0,4,1,1,2,0,3
38.03749942779541,2.75,2,10,0,4,2,2,3,0,2
45.02750015258789,2.625,2.8,5,1,4,2,1,3,0,1
39.77750015258789,3.625,3,6,1,4,1,2,2,0,3
60.177499771118164,3.375,3.8,9,1,4,2,4,2,0,2
57.040000915527344,3.75,4,12,2,4,1,3,1,0,3
57.28499984741211,3.625,3.5,13,1,4,2,3,2,1,2
58.02750015258789,2.75,2.5,12,2,4,2,2,2,2,1
46.660000801086426,1.875,2.1,12,1,4,3,2,3,0,3
44.29749870300293,2.625,3.3,7,0,4,1,1,1,1,3
53.19750118255615,3.125,3.3,10,1,4,1,3,2,0,2
48.34249973297119,3.625,3.3,9,1,4,2,3,1,0,2
59.937500953674316,3.75,4,11,1,4,1,4,2,0,3
44.265000343322754,1.5,2.5,7,0,4,3,3,3,0,2
37.50999927520752,2.125,3.5,8,0,4,2,3,2,0,2
37.58750009536743,3.5,2.8,11,0,4,1,1,1,0,2
57.13000011444092,3.5,3.8,13,1,4,1,2,1,0,3
53.96250057220459,3.625,3.8,8,0,4,1,4,1,0,1
39.322500705718994,2.5,3,2,0,4,1,2,2,0,1
42.08500003814697,2.25,2.8,10,1,4,3,1,2,1,3
37.989999771118164,3.375,3.3,2,0,4,1,1,1,0,3
51.85499954223633,2.375,2.5,12,1,4,1,3,2,1,3
48.957499504089355,2.625,3,10,1,4,2,4,2,0,3
57.5600004196167,3.625,3.5,12,1,4,2,4,2,0,3
53.15250015258789,3.625,3.3,9,0,4,2,4,2,0,3
58.80250072479248,3.75,3,11,1,4,2,3,2,0,2
59.132500648498535,3.875,4,10,0,4,1,3,1,0,3
56.1899995803833,2.75,3.5,11,1,4,2,2,1,0,3
62.27750015258789,3.375,3.3,11,0,4,2,4,1,1,3
47.447500228881836,3.5,3.5,13,1,4,2,2,2,0,1
57.545000076293945,2.375,2.5,6,1,4,2,3,1,0,3
53.02500057220459,1.75,1.8,12,1,4,2,3,2,0,2
62.707499504089355,4,4,14,2,4,1,4,1,0,3
47.49749946594238,3.375,3.8,9,0,4,1,2,2,0,3
68.90499973297119,2.5,3.8,11,1,4,2,2,1,0,3
47.609999656677246,3.125,3,11,1,4,1,4,2,0,2
58.02999973297119,2.125,2,5,1,4,1,3,2,1,3
62.807498931884766,3.5,3.3,9,1,4,2,2,2,1,3
70.21499919891357,3.25,3.5,11,1,4,1,4,1,1,2
55.535000801086426,2.875,2.3,12,1,4,1,3,1,0,2
39.36999988555908,2.5,2,8,0,4,1,3,1,2,3
40.230000495910645,2.75,1.8,12,2,4,2,2,2,0,3
66.97499942779541,3.875,3.5,12,1,4,2,3,2,0,3
51.46750068664551,4,3,11,1,4,2,4,1,0,3
50.6850004196167,3.125,3.3,11,1,4,2,3,2,0,3
44.53749942779541,2.875,2.5,11,1,4,3,2,1,0,2
53.9975004196167,3.375,3.5,12,1,4,2,4,2,0,3
49.70000076293945,2.625,1.5,11,1,4,2,3,3,1,3
66.88000011444092,3.875,4,11,1,4,2,4,1,0,3
54.327500343322754,2.625,3,10,1,4,1,4,1,0,3
53.602500915527344,2.625,2,11,1,4,1,2,1,1,3
43.89999961853027,3.5,4,13,2,4,1,1,1,0,3
46.0024995803833,3.75,3.3,15,1,4,2,2,1,0,1
45.07499885559082,3.75,3.3,12,1,4,2,2,1,0,2
54.72999954223633,3,2.3,12,1,4,2,4,2,1,3
49.632500648498535,2.75,3,11,2,4,2,3,1,0,2
61.91749858856201,3.375,3.5,13,2,4,2,3,1,0,3
53.71500015258789,3.625,3,12,1,2,1,2,2,1,3
64.40249824523926,3.75,4,10,1,2,2,3,2,0,3
46.0625,3.375,3.5,9,1,2,2,2,2,0,2
46.02999973297119,1.875,2,8,1,2,2,3,1,0,2
51.417500495910645,2.5,2.5,10,1,2,2,3,2,1,3
59.197500228881836,4,3.8,11,1,2,1,2,1,0,3
41.48749923706055,2,2,10,0,2,2,3,1,0,3
68.16249942779541,3.375,4,11,1,1,1,3,2,0,3
64.24250030517578,4,3.8,14,2,2,2,4,1,0,2
64.11999988555908,2.875,3.3,11,1,2,1,3,1,1,3
52.53749942779541,3.125,3.5,11,0,2,2,3,1,0,3
45.88750076293945,3.5,3.3,10,1,2,1,3,2,1,2
49.25999927520752,3,3.3,14,1,2,1,2,2,0,3
59.010000228881836,3.75,3.5,15,2,2,2,2,2,0,2
67.70999908447266,4,4,14,1,2,2,3,2,0,3
54.417500495910645,2.25,4,11,1,2,3,2,1,1,2
50.64999961853027,3.25,2.8,9,1,2,2,2,2,0,2
43.847500801086426,3.125,2.3,8,0,1,2,3,2,0,3
55.429999351501465,4,4,10,1,1,2,2,1,0,3
56.78999996185303,3.5,2.8,11,1,2,1,3,2,1,3
60.99000072479248,3.25,3.8,7,1,2,1,2,1,1,1
48.209999084472656,3,2.8,10,0,2,2,1,1,1,3
63.04249954223633,3.5,3.5,11,0,2,1,4,1,0,3
68.16250038146973,3.125,3.3,10,2,2,2,4,2,0,3
60.2524995803833,3.75,3.8,10,1,2,1,3,2,0,3
60.67750072479248,3.875,4,8,2,2,2,3,2,0,3
51.84500026702881,2.375,1.8,12,1,2,2,2,2,1,3
51.70000076293945,2.5,3.5,15,2,3,1,3,1,2,3
58.86999988555908,2.375,3,10,1,3,2,3,3,0,3
50.839999198913574,3.625,3.3,11,1,3,2,4,2,0,1
39.827499866485596,2,2.8,11,1,3,2,2,1,0,3
55.732500076293945,3.5,3,11,0,3,2,3,2,0,2
53.73249912261963,2.75,3.5,9,1,3,2,3,3,0,3
52.61999988555908,2.125,2.8,11,1,3,2,3,2,0,2
46.295000076293945,1.375,1.9,11,1,4,1,2,2,0,3
45.63749980926514,2.125,1.5,9,1,4,2,1,2,1,3
55.052499771118164,2.75,3,14,2,3,2,3,2,0,2
66.43749904632568,3,3.3,15,2,3,2,3,1,0,3
56.480000495910645,3.125,3.5,13,2,3,1,3,1,0,3
68.47250175476074,3.25,3.5,11,1,3,1,3,1,0,3
70.38999938964844,3.625,3.5,13,1,3,1,3,2,0,3
64.19000053405762,3.5,3.5,14,2,3,1,3,1,0,3
52.21500015258789,2.875,2.3,14,1,3,1,3,2,0,3
57.894999504089355,2.125,3,10,1,3,1,3,1,0,3
69.36749935150146,4,3.8,13,1,3,1,4,1,0,3
56.77250003814697,2.125,2.8,14,2,3,2,3,2,0,3
54.527499198913574,2.625,2.5,14,2,3,3,3,2,1,3
69.35250091552734,3.75,2.8,11,2,3,2,3,2,0,3
51.20750045776367,2,2.5,15,1,3,2,1,1,0,2
59.352500915527344,3.875,4,13,2,3,2,3,2,0,3
65.2775011062622,4,4,11,1,3,2,4,2,0,3
59.35249900817871,3.125,3.5,12,1,3,2,3,1,0,3
75.1924991607666,3.875,3.8,14,2,3,1,4,1,0,3
61.334999084472656,2.875,3,14,2,3,2,3,2,0,3
69.06999969482422,4,4,9,1,3,1,4,1,0,3
48.43000030517578,2.25,2.5,15,1,3,2,3,1,0,3
65.5099983215332,2.875,3,13,2,3,1,4,2,0,3
65.94000148773193,3.875,3.8,13,2,3,2,3,2,0,3
54.447500228881836,3,3,14,2,3,1,4,1,0,3
45.9350004196167,2.125,1.7,11,1,3,2,3,2,0,3
65.36749839782715,3.25,3.3,12,2,3,2,3,2,1,3
60.07250118255615,3.875,4,11,2,3,1,4,1,0,3
53.187499046325684,2.5,2.5,12,2,4,2,3,2,1,2
64.22749900817871,4,4,12,2,4,2,3,1,0,2
44.00250053405762,1.875,1.8,11,1,4,1,2,2,0,3
63.0625,3,2.8,12,1,4,1,2,2,0,3
56.94000053405762,3.5,3,9,1,4,1,3,1,0,3
59.77000045776367,3.375,3,12,1,4,2,2,2,0,2
58.374999046325684,3.5,2.8,11,0,4,1,3,1,0,3
59.222500801086426,3.375,3.8,14,2,4,2,3,1,0,3
68.41750049591064,3.875,4,11,1,4,1,3,1,0,2
60.2524995803833,3,3.3,15,2,2,2,4,1,0,3
57.77500057220459,2.625,2.8,8,1,2,2,4,2,0,2
66.86250019073486,3.75,4,15,2,2,1,3,2,0,3
57.76750087738037,2.75,2.3,11,2,2,1,3,2,0,3
54.54249954223633,3.5,3.5,12,2,1,1,2,1,0,3
67.47499942779541,3.5,3,9,2,1,2,3,2,0,3
62.552499771118164,2.875,3,13,2,2,1,4,2,0,3
55.96249961853027,2.125,3,7,2,2,2,2,2,0,3
54.68249988555908,2.375,2.3,14,1,2,2,2,1,0,2
61.43499946594238,2.5,2.5,14,2,2,2,2,2,0,3
60.15999984741211,3.125,2.8,14,2,2,2,2,2,0,3
60.94999885559082,2.125,2,14,1,2,2,2,2,0,3
65.8274974822998,3.5,3.5,14,2,2,2,3,2,0,2
42.1875,3.125,2,9,1,3,2,1,1,1,2
48.739999771118164,2.5,2.5,9,1,3,2,1,2,1,3
39.269999504089355,1.875,2.5,11,1,3,2,3,2,1,2
44.21000003814697,1.625,2.5,11,1,3,2,2,2,0,1
54.25250053405762,2.875,3.5,10,1,3,2,2,1,0,3
44.77750015258789,3.5,2.5,11,0,3,2,2,1,0,3
48,2.125,2.8,8,1,3,1,3,1,1,3
45.542500495910645,3.625,3.5,10,1,3,1,4,2,0,3
62.130001068115234,4,4,12,1,3,2,3,1,0,3
49.14500045776367,3.25,3,11,1,3,3,3,3,0,2
54.94250011444092,3.25,3,11,1,3,2,4,3,1,2
43.34249973297119,1.375,2,8,0,3,2,1,1,2,2
46.66499996185303,2,2.8,13,1,3,1,4,2,2,3
42.59000015258789,3,2.3,11,1,3,1,3,1,2,2
41.69749927520752,2.875,3.5,7,0,3,2,2,2,0,3
44.77250003814697,3.25,3.8,11,1,3,1,4,2,0,3
46.96000003814697,3.25,3.8,11,1,3,2,3,2,0,3
35.59249973297119,3.125,2.3,10,2,3,2,2,1,0,3
57.48250102996826,3,3.3,11,1,3,2,3,2,0,2
54.804999351501465,2.375,2.8,11,1,3,2,3,2,0,2
62.005001068115234,3.5,4,11,2,3,2,2,1,0,3
63.24499988555908,2.875,3.5,11,2,3,1,3,1,0,3
48.05000019073486,3.125,3,11,1,3,1,1,2,0,1
54.36499881744385,3.5,3.5,11,0,3,2,2,1,0,3
66.22249984741211,3,2.5,10,1,3,2,3,2,0,1
40.72749900817871,2.5,3,10,1,3,2,3,1,2,3
41.11250019073486,3.375,3.8,11,1,3,2,3,2,0,3
52.75500011444092,3.125,3,12,1,3,2,3,3,0,3
63.53000068664551,3.25,3.5,14,1,3,2,4,2,0,3
68.24749946594238,3.75,4,12,1,3,2,3,2,0,3
44.937499046325684,2,3,11,1,3,2,3,2,1,2
35.152499198913574,2.5,3.5,9,1,3,1,2,1,2,2
39.107500076293945,2,3.3,12,1,3,1,2,1,2,3
42.46750068664551,3,3,11,2,3,1,1,1,0,3
67.78750038146973,4,4,12,1,3,2,3,2,0,3
56.2475004196167,3.125,3.3,10,2,3,2,4,1,0,3
42.36750030517578,2.125,2.8,8,0,3,2,2,2,0,1
38.91749954223633,1.5,1.8,9,0,3,2,2,2,0,2
43.34000015258789,1.5,1.8,6,0,3,2,2,3,1,2
42.35499954223633,1,3,8,0,3,2,3,2,1,2
54.929999351501465,3.125,3,12,1,3,2,2,2,0,2
56.457499504089355,2.875,3,12,1,3,2,2,2,1,3
59.24749946594238,2.125,2,8,0,3,2,4,1,1,3
41.26249980926514,2.5,2.8,8,1,3,1,1,1,0,3
61.44250011444092,3.375,3.8,11,0,3,2,3,2,0,3
54.17499923706055,1.75,1.9,10,0,3,2,2,2,0,3
52.41250038146973,2.5,2.5,5,0,3,2,3,2,0,2
46.79249954223633,3.25,3.8,9,1,3,1,2,2,0,2
42.05500030517578,3.375,2,9,0,3,2,2,2,1,2
48.24250030517578,2.25,2,8,0,3,1,3,2,0,2
48.3774995803833,3.125,4,10,1,3,1,1,2,0,2
48.6225004196167,2.875,2.8,10,0,3,1,2,2,1,2
39.30749988555908,0.75,3,5,1,3,1,4,3,2,1
40.40499973297119,2.75,3.8,10,1,3,2,2,2,0,3
60.78999900817871,3.5,3.5,11,1,3,1,4,2,0,3
37.6225004196167,3.375,2.8,6,1,3,2,2,3,1,2
52.06750011444092,2.25,3,13,2,3,1,4,1,0,3
61.41749954223633,3.125,2.3,12,0,3,2,3,2,0,3
41.23250102996826,3.25,2,11,1,3,2,3,2,0,2
45.1850004196167,3.25,2.5,8,0,3,2,2,2,1,3
44.422499656677246,2.625,2.3,7,1,3,1,3,1,0,2
51.00999927520752,3.25,4,7,0,3,2,3,2,0,3
57.392499923706055,2.875,3.3,10,1,3,2,1,2,0,3
52.82499980926514,3.375,3,10,1,3,2,2,1,0,3
48.765000343322754,2.5,3,12,1,3,1,1,1,0,1
40.90250110626221,2.875,2.5,9,0,3,1,2,1,1,3
64.22500133514404,3.75,3.8,9,1,3,1,4,2,0,2
60.96500015258789,3.375,4,12,2,3,2,2,3,0,3
43.769999504089355,2.5,2.8,11,1,3,1,3,2,1,2
44.222500801086426,2.5,3,8,1,3,1,4,2,0,3
46.46500015258789,3,2.8,4,1,3,4,2,2,0,2
41.04999923706055,2.625,3.5,12,1,3,1,3,2,0,2
52.72749996185303,2.5,3.3,11,1,3,1,4,2,0,3
48.38750076293945,2.25,2.3,7,1,3,2,2,2,0,2
62.1225004196167,3.125,3.3,11,2,3,1,3,1,0,2
49.03999996185303,3.5,3.5,11,1,3,1,2,1,0,3
39.69749927520752,3,3.5,11,1,3,1,1,1,0,3
43.75500011444092,2,3,11,1,3,4,4,4,0,3
38.855000495910645,2.375,2.5,8,0,3,2,2,2,0,2
49.08500003814697,3,2.5,11,1,3,2,2,2,0,2
53.5600004196167,3.625,3.5,10,0,3,2,3,2,0,2
49.60750102996826,3.125,3.8,9,1,3,1,1,1,0,2
51.19499969482422,1.625,2,11,0,3,1,3,1,0,3
51.77999973297119,2.25,2.5,10,1,3,2,2,1,0,2
42.17750072479248,2.875,2.5,7,0,3,1,3,2,0,3
58.13750076293945,2.875,3.8,12,1,3,2,3,1,0,3
48.82249927520752,1,1.6,10,0,3,2,2,3,0,1
50.15999984741211,3.625,3.3,8,1,3,2,4,2,0,3
42.96500015258789,2,3,11,1,3,1,4,2,0,2
40.8050012588501,1.875,4,5,1,3,1,3,1,2,3
55.4399995803833,3.75,4,10,1,3,2,2,2,0,3
43.329999923706055,1.875,0.9,7,0,3,2,3,2,0,2
48.83500099182129,3.25,3.5,14,2,3,2,3,1,0,3
55.267499923706055,3.125,3.3,12,2,3,3,2,2,0,2
43.49250030517578,2,2.1,11,1,3,1,3,1,1,2
64.54750156402588,2.375,3.3,15,2,3,2,3,2,0,3
63.4424991607666,3.375,3.3,10,1,3,2,4,2,0,2
39.517499923706055,1.5,3,2,0,3,1,4,1,1,3
67.08500099182129,3.25,3.3,14,2,3,2,2,1,0,3
59.029998779296875,2.75,3.5,10,0,3,1,3,1,0,2
41.08500003814697,2.75,3,2,1,3,1,4,3,0,3
55.35000038146973,3,3,10,1,3,2,3,2,0,3
68.2475004196167,4,4,12,1,3,2,4,1,0,3
56.320000648498535,3.375,3.8,10,1,3,1,3,1,0,2
55.96749973297119,2.25,3.8,8,1,3,2,4,2,0,3
41.947500228881836,3,3,9,1,3,2,2,1,0,3
57.56999969482422,3.375,3,10,0,3,1,4,2,0,3
52.052499771118164,3.125,3,10,1,3,2,4,2,0,3
51.21749973297119,3.375,3.3,13,2,3,2,3,2,0,3
44.06999969482422,3.25,3,8,1,3,2,3,1,0,2
50.58250045776367,3,3.3,12,2,3,2,3,2,1,2
52.394999504089355,3.625,3.3,12,1,3,2,2,2,0,2
40.69000053405762,2.75,3,8,1,3,2,4,1,0,3
53.614999771118164,2.5,2.3,9,1,3,2,1,2,0,1
46.06750011444092,3,3.3,10,1,3,1,4,2,0,1
47.30749988555908,2.75,3.8,10,1,3,2,4,2,0,2
50.82249927520752,3.375,4,9,1,3,1,4,1,0,2
40.727500915527344,1.875,1.9,12,1,3,2,3,2,2,3
37.57499980926514,2.875,2.5,6,0,3,2,2,3,1,2
61.52999973297119,3.25,3,11,1,3,2,2,2,0,2
42.209999084472656,2.625,3,4,1,3,2,1,2,0,2
46.13750076293945,3.25,2.3,12,0,3,1,2,1,0,3
51.34000015258789,3.75,3.8,10,1,3,2,2,2,0,3
59.084999084472656,3.125,3.5,7,0,3,1,3,1,1,3
46.02250003814697,2.125,2.5,10,1,3,3,4,3,0,1
47.96250057220459,2.625,3.3,11,1,3,1,3,2,0,3
63.21249866485596,4,4,12,1,3,1,3,1,0,3
50.239999771118164,2.125,3.8,10,2,3,2,4,2,0,2
60.3100004196167,4,4,9,1,3,2,3,2,0,3
58.34499931335449,4,4,12,1,3,1,3,1,0,1
39.10499954223633,2.625,2.8,11,1,3,1,1,1,0,1
39.40500068664551,1.875,1.8,11,1,3,2,2,2,0,2
57.79999923706055,3.75,4,10,0,3,2,3,2,0,3
37.71500015258789,3.375,2.1,5,0,3,1,2,2,0,3
43.29249954223633,3.75,3.3,12,1,3,1,3,2,1,3
48.57499885559082,2.25,2.6,8,1,3,2,3,1,0,2
41.45750045776367,3.25,2.8,7,0,3,2,2,2,0,2
37.25749969482422,1.5,2.3,10,1,3,1,2,4,0,3
46.34999942779541,1.75,3,11,1,3,1,3,2,0,3
65.39000129699707,3.875,3.8,11,0,1,2,4,2,0,3
55.51750087738037,3.125,2.5,11,1,1,1,1,1,0,3
61.817501068115234,3.625,3,11,1,1,2,3,2,0,3
62.09749984741211,3.875,3.3,12,1,4,2,4,1,0,3
54.92250061035156,4,4,9,1,4,1,3,1,0,3
43.5024995803833,3.375,3,7,0,4,3,3,2,0,3
54.45750045776367,3.25,3.5,14,2,4,2,3,2,1,3
65.32999992370605,3.875,3.3,15,2,4,2,4,2,1,3
60.53749942779541,3.625,4,15,1,4,1,4,1,0,3
58.105000495910645,3.25,2,11,1,1,2,2,1,0,3
58.202500343322754,3.5,3.3,11,2,1,2,3,1,0,3
56.91250038146973,3.5,3,9,2,1,2,4,1,0,2
53.80749988555908,3.5,3.3,13,1,1,2,4,2,0,3
68.17249870300293,3.5,3.3,12,2,1,2,3,2,0,3
45.045000076293945,2,2.8,10,1,1,2,3,2,0,1
60.052499771118164,2.875,2.8,8,0,1,3,3,1,0,2
52.34250068664551,3.5,3.3,11,1,1,2,3,1,0,2
56.94749927520752,2.75,2.8,11,1,1,2,2,1,0,3
49.46500015258789,3.125,3,9,0,1,1,1,1,0,3
48.052499771118164,3.5,3.3,12,1,1,3,3,3,0,3
56.142499923706055,2.75,3.3,10,1,1,1,3,1,1,3
52.36999988555908,2.75,3,11,1,1,3,2,1,1,2
43.55249881744385,3.125,2,10,1,1,2,2,1,0,3
46.75,2.125,4,10,0,1,1,2,1,0,3
43.63499927520752,2.375,3,8,1,1,2,4,2,0,2
63.88750171661377,3.375,3,10,2,1,2,3,2,0,3
62.10499858856201,2.875,3.8,10,2,1,1,3,1,0,3
59.86249923706055,3.125,3.3,12,1,1,1,4,1,0,3
41.742499351501465,2.375,2.8,12,1,1,1,2,2,1,3
40.6899995803833,3.25,3.5,6,0,1,1,1,1,0,2
53.22749900817871,3.5,3.5,8,0,1,2,3,2,1,3
57.127501487731934,3.375,3.5,12,2,1,1,3,1,0,3
48.36249923706055,3,2.8,9,0,1,1,3,1,0,3
52.214999198913574,3,3.3,11,1,1,2,3,1,0,3
60.1850004196167,3.25,2.5,11,1,1,2,3,1,0,1
61.91250038146973,3.125,3.5,11,2,1,2,4,2,0,2
56.78749942779541,3.125,2.8,9,1,1,2,3,2,0,3
57.327500343322754,3.875,4,13,2,1,1,4,1,0,3
60.25500011444092,3.25,3.5,9,1,1,1,4,1,1,3
50.672499656677246,3.375,3.5,10,1,1,1,4,1,0,2
53.36499881744385,3.125,3.5,11,1,1,2,2,2,0,3
64.55749988555908,3.375,3.3,9,0,1,2,2,1,0,3
64.24499988555908,3.375,3.3,7,1,1,3,3,2,0,3
44.55000019073486,2.875,2.8,7,0,1,2,3,2,0,3
41.11250019073486,2.625,2.1,5,0,1,2,2,1,1,1
36.089999198913574,1.625,2.3,5,0,1,2,2,2,2,1
62.34250068664551,3.125,3.5,10,0,1,1,4,2,0,2
42.32499980926514,2.5,2,10,1,1,2,2,2,0,2
58.77499961853027,3.125,3,9,1,1,2,4,2,0,3
42.992499351501465,2.5,3,11,0,1,2,3,2,0,1
53.94999980926514,2.625,3.3,9,0,1,1,2,1,1,3
72.6825008392334,4,4,12,1,1,4,2,3,0,3
49.34499931335449,2.75,3.3,13,1,1,2,2,2,1,2
66.14749908447266,3.5,4,9,1,1,2,3,2,0,3
51.882500648498535,1.375,1.3,11,1,1,2,3,2,1,2
54.99749946594238,2.5,2.3,11,1,1,2,3,2,0,2
37.8725004196167,2.25,2,12,1,1,2,4,2,0,3
49.8700008392334,3,3,12,1,1,2,4,2,0,3
58.43499946594238,2.75,3.3,12,1,1,2,3,1,0,2
66.68250179290771,4,4,11,1,1,1,4,1,0,3
53.61000061035156,4,4,10,1,1,2,4,2,1,3
36.83500003814697,2,2.5,11,1,1,1,1,1,2,1
63.79500102996826,3,3.5,11,1,1,2,3,2,0,2
68.40750026702881,4,3.8,13,2,1,1,3,1,0,3
62.45749855041504,3.125,3.5,11,1,1,2,2,2,0,3
49.90499973297119,1.25,2.8,14,1,1,2,2,2,2,2
53.86250019073486,1.25,2.5,11,1,1,1,4,1,1,2
67.6525011062622,3.75,4,11,2,1,2,3,2,0,3
42.88749980926514,2.875,2.8,7,1,1,1,3,2,1,1
49.34500026702881,3.375,2,8,1,1,2,3,1,0,1
48.739999771118164,2.75,2.5,5,1,1,2,3,1,2,3
53.202500343322754,3.25,3.3,13,1,1,2,4,1,0,3
56.97500038146973,2.875,2.8,15,0,1,2,3,2,1,3
52.67500019073486,3.125,3,6,1,1,2,4,2,2,3
50.12249946594238,1.5,3,3,1,1,2,4,1,0,3
56.56750011444092,3,2.5,10,0,1,2,2,2,0,3
45.66749954223633,1.75,1.8,6,0,1,2,1,1,1,2
42.83749961853027,2,3.3,12,1,1,3,3,2,1,3
39.157501220703125,2.875,2.3,7,1,1,1,3,1,2,3
44.66250038146973,2.5,2.5,10,1,1,3,2,2,1,3
44.124999046325684,2.5,2.3,14,1,1,1,1,1,0,1
46.00749969482422,1.75,3,12,1,1,2,2,2,0,2
